ID,Brand,Name,Purchase,Retail,current,Unit,Variant,Code,Barcode,category,Description ,image path
183,BROKE BOND,BROOKE BOND 3 ROSES 250G,200.27,225,225,250G,3 ROSES,4385,8.90911E+12,3,Product BROOKE BOND 3 ROSES 250G variant 3 ROSES unit 250G from brand BROKE BOND.,/home/ubuntu/upload/unzipped_products/Final_Products/BROOKE BOND 3 ROSES 250G.png
184,BROKE BOND,BROOKE BOND 3 ROSES 50G,37.59,45,45,50G,3 ROSES,4389,8.90103E+12,3,Product BROOKE BOND 3 ROSES 50G variant 3 ROSES unit 50G from brand BROKE BOND.,/home/ubuntu/upload/unzipped_products/Final_Products/BROOKE BOND 3 ROSES 50G.png
185,CADBURY,CADBURY 5 STAR 24G,7.7,10,10,24G,STAR JUPITER,4618,7.6222E+12,5,Product CADBURY 5 STAR 24G variant STAR JUPITER unit 24G from brand CADBURY.,/home/ubuntu/upload/unzipped_products/Final_Products/CADBURY 5 STAR 24G.png
186,CADBURY,CADBURY 5 STAR 5RS,3.85,5,5,,5 STAR SOFTER BAR,4620,7.6222E+12,5,Product CADBURY 5 STAR 5RS variant 5 STAR SOFTER BAR from brand CADBURY.,/home/ubuntu/upload/unzipped_products/Final_Products/CADBURY 5 STAR 5RS.png
187,CADBURY,CADBURY 5 STAR MINI TREATS 144G,90.8,120,120,144G,5 STAR SOFTER BAR,4622,7.6222E+12,5,Product CADBURY 5 STAR MINI TREATS 144G variant 5 STAR SOFTER BAR unit 144G from brand CADBURY.,/home/ubuntu/upload/unzipped_products/Final_Products/CADBURY 5 STAR MINI TREATS 144G.png
188,CADBURY,CADBURY 5STAR 10,7.7,10,10,,5STAR 10,4625,7.6222E+12,5,Product CADBURY 5STAR 10 variant 5STAR 10 from brand CADBURY.,/home/ubuntu/upload/unzipped_products/Final_Products/CADBURY 5STAR 10.png
189,CADBURY,CADBURY 5STAR 20,15.14,20,20,,5STAR 3D 30,4628,7.6222E+12,5,Product CADBURY 5STAR 20 variant 5STAR 3D 30 from brand CADBURY.,/home/ubuntu/upload/unzipped_products/Final_Products/CADBURY 5STAR 20.png
190,CADBURY,CADBURY 5STAR 22G,7.7,10,10,22G,STAR JUPITER,4631,7.6222E+12,5,Product CADBURY 5STAR 22G variant STAR JUPITER unit 22G from brand CADBURY.,/home/ubuntu/upload/unzipped_products/Final_Products/CADBURY 5STAR 22G.png
191,CADBURY,CADBURY 5STAR 3D 22G,15.14,20,20,22G,5STAR 10,4634,7.6222E+12,5,Product CADBURY 5STAR 3D 22G variant 5STAR 10 unit 22G from brand CADBURY.,/home/ubuntu/upload/unzipped_products/Final_Products/CADBURY 5STAR 3D 22G.png
192,CADBURY,CADBURY 5STAR 5,3.85,5,5,,5STAR 5,4636,7.6222E+12,5,Product CADBURY 5STAR 5 variant 5STAR 5 from brand CADBURY.,/home/ubuntu/upload/unzipped_products/Final_Products/CADBURY 5STAR 5.png
193,CADBURY,CADBURY 5STAR BITES 149,120,140,149,,5STAR BITES 149,4639,7.6222E+12,5,Product CADBURY 5STAR BITES 149 variant 5STAR BITES 149 from brand CADBURY.,/home/ubuntu/upload/unzipped_products/Final_Products/CADBURY 5STAR BITES 149.png
194,CADBURY,CADBURY 5STAR MOCHA 21.5G,7.7,10,10,21.5G,M 14,4640,7.6222E+12,5,Product CADBURY 5STAR MOCHA 21.5G variant M 14 unit 21.5G from brand CADBURY.,/home/ubuntu/upload/unzipped_products/Final_Products/CADBURY 5STAR MOCHA 21.5G.png
195,CADBURY,CADBURY 5STAR NUTTY 19G,7.7,10,10,19G,5STAR NUTTY 19G,4641,7.6222E+12,5,Product CADBURY 5STAR NUTTY 19G variant 5STAR NUTTY 19G unit 19G from brand CADBURY.,/home/ubuntu/upload/unzipped_products/Final_Products/CADBURY 5STAR NUTTY 19G.png
196,CADBURY,CADBURY 5STAR OREO 22G,15.14,20,20,22G,5STAR 10,4642,7.6222E+12,5,Product CADBURY 5STAR OREO 22G variant 5STAR 10 unit 22G from brand CADBURY.,/home/ubuntu/upload/unzipped_products/Final_Products/CADBURY 5STAR OREO 22G.png
197,CADBURY,CADBURY 5STAR OREO 42G,34.05,45,45,42G,5STAR 10,4644,7.6222E+12,5,Product CADBURY 5STAR OREO 42G variant 5STAR 10 unit 42G from brand CADBURY.,/home/ubuntu/upload/unzipped_products/Final_Products/CADBURY 5STAR OREO 42G.png
198,CADBURY,CADBURY 5STAR3D 40G,26.48,35,35,40G,5STAR 3D 30,4648,7.6222E+12,5,Product CADBURY 5STAR3D 40G variant 5STAR 3D 30 unit 40G from brand CADBURY.,/home/ubuntu/upload/unzipped_products/Final_Products/CADBURY 5STAR3D 40G.png
199,CADBURY,CADBURY BORNVIL COCO 80G,75.66,100,100,80G,BORNVIL COCO 80G,4650,7.6222E+12,5,Product CADBURY BORNVIL COCO 80G variant BORNVIL COCO 80G unit 80G from brand CADBURY.,/home/ubuntu/upload/unzipped_products/Final_Products/CADBURY BORNVIL COCO 80G.png
200,CADBURY,CADBURY BORNVILL COCO 31G,34.05,45,45,31G,BORNVILL COCO 31G,4654,8.90123E+12,5,Product CADBURY BORNVILL COCO 31G variant BORNVILL COCO 31G unit 31G from brand CADBURY.,/home/ubuntu/upload/unzipped_products/Final_Products/CADBURY BORNVILL COCO 31G.png
201,CADBURY,CADBURY BOURN VITA 5STAR MAGIC 500G,172.6,215,222,500G,5STAR 10,4655,7.6222E+12,5,Product CADBURY BOURN VITA 5STAR MAGIC 500G variant 5STAR 10 unit 500G from brand CADBURY.,/home/ubuntu/upload/unzipped_products/Final_Products/CADBURY BOURN VITA 5STAR MAGIC 500G.png
202,CADBURY,CADBURY BOURN VITA 9P,53.92,68,70,500G,BOURNVITA 500G POUCH,4656,7.6222E+12,5,Product CADBURY BOURN VITA 9P variant BOURNVITA 500G POUCH unit 500G from brand CADBURY.,/home/ubuntu/upload/unzipped_products/Final_Products/CADBURY BOURN VITA 9P.png
203,CADBURY,CADBURY BOURN VITA BISCUITS 120G,26.96,35,35,200G,BOURNVITA 200G JAR,4657,7.6222E+12,5,Product CADBURY BOURN VITA BISCUITS 120G variant BOURNVITA 200G JAR unit 200G from brand CADBURY.,/home/ubuntu/upload/unzipped_products/Final_Products/CADBURY BOURN VITA BISCUITS 120G.png
204,CADBURY,CADBURY BOURNVILLE,75.66,100,100,,BOURNVILLE,4658,7.6222E+12,5,Product CADBURY BOURNVILLE variant BOURNVILLE from brand CADBURY.,/home/ubuntu/upload/unzipped_products/Final_Products/CADBURY BOURNVILLE.png
205,CADBURY,CADBURY BOURNVILLE 80G,68.1,88,90,80G,BOURNVILLE,4663,7.6222E+12,5,Product CADBURY BOURNVILLE 80G variant BOURNVILLE unit 80G from brand CADBURY.,/home/ubuntu/upload/unzipped_products/Final_Products/CADBURY BOURNVILLE 80G.png
206,CADBURY,CADBURY BOURNVILLE FRUIT&NUT 30G,41.61,55,55,30G,BOURNVILLE,4667,7.6222E+12,5,Product CADBURY BOURNVILLE FRUIT&NUT 30G variant BOURNVILLE unit 30G from brand CADBURY.,/home/ubuntu/upload/unzipped_products/Final_Products/CADBURY BOURNVILLE FRUIT&NUT 30G.png
207,CADBURY,CADBURY BOURNVILLE RAISIN&NUT,75.66,100,100,,BOURNVILLE,4669,7.6222E+12,5,Product CADBURY BOURNVILLE RAISIN&NUT variant BOURNVILLE from brand CADBURY.,/home/ubuntu/upload/unzipped_products/Final_Products/CADBURY BOURNVILLE RAISIN&NUT.png
208,CADBURY,CADBURY BOURNVILLE RUM & RAISIN 80G,90.8,120,120,80G,BOURNVILLE,4671,7.6222E+12,5,Product CADBURY BOURNVILLE RUM & RAISIN 80G variant BOURNVILLE unit 80G from brand CADBURY.,/home/ubuntu/upload/unzipped_products/Final_Products/CADBURY BOURNVILLE RUM & RAISIN 80G.png
209,CADBURY,CADBURY BOURNVITA  46.5G,7.7,10,10,200G,BOURNVITA 200G JAR,4674,7.6222E+12,5,Product CADBURY BOURNVITA 46.5G variant BOURNVITA 200G JAR unit 200G from brand CADBURY.,/home/ubuntu/upload/unzipped_products/Final_Products/CADBURY BOURNVITA  46.5G.png
210,CADBURY,CADBURY BOURNVITA 200G JAR,85.52,110,110,200G,BOURNVITA 200G JAR,4677,7.6222E+12,5,Product CADBURY BOURNVITA 200G JAR variant BOURNVITA 200G JAR unit 200G from brand CADBURY.,/home/ubuntu/upload/unzipped_products/Final_Products/CADBURY BOURNVITA 200G JAR.png
211,CADBURY,CADBURY BOURNVITA 41.85G,7.7,10,10,200G,BOURNVITA 200G JAR,4681,7.6222E+12,5,Product CADBURY BOURNVITA 41.85G variant BOURNVITA 200G JAR unit 200G from brand CADBURY.,/home/ubuntu/upload/unzipped_products/Final_Products/CADBURY BOURNVITA 41.85G.png
212,CADBURY,CADBURY BOURNVITA 500G,187.53,239,239,200G,BOURNVITA 200G JAR,4682,7.6222E+12,5,Product CADBURY BOURNVITA 500G variant BOURNVITA 200G JAR unit 200G from brand CADBURY.,/home/ubuntu/upload/unzipped_products/Final_Products/CADBURY BOURNVITA 500G.png
213,CADBURY,CADBURY BOURNVITA 500G JAR,173.37,219,223,500G,BOURNVITA 500G JAR,4683,7.6222E+12,5,Product CADBURY BOURNVITA 500G JAR variant BOURNVITA 500G JAR unit 500G from brand CADBURY.,/home/ubuntu/upload/unzipped_products/Final_Products/CADBURY BOURNVITA 500G JAR.png
214,CADBURY,CADBURY BOURNVITA 500G POUCH,187.53,239,239,500G,BOURNVITA 500G POUCH,4688,7.6222E+12,5,Product CADBURY BOURNVITA 500G POUCH variant BOURNVITA 500G POUCH unit 500G from brand CADBURY.,/home/ubuntu/upload/unzipped_products/Final_Products/CADBURY BOURNVITA 500G POUCH.png
215,CADBURY,CADBURY BOURNVITA 75G,23.53,30,30,200G,BOURNVITA 200G JAR,4691,7.6222E+12,5,Product CADBURY BOURNVITA 75G variant BOURNVITA 200G JAR unit 200G from brand CADBURY.,/home/ubuntu/upload/unzipped_products/Final_Products/CADBURY BOURNVITA 75G.png
216,CADBURY,CADBURY BOURNVITA BISC 10RS,7.7,10,10,,BOURNVITA BISC 10RS,4693,8.90123E+12,5,Product CADBURY BOURNVITA BISC 10RS variant BOURNVITA BISC 10RS from brand CADBURY.,/home/ubuntu/upload/unzipped_products/Final_Products/CADBURY BOURNVITA BISC 10RS.png
217,CADBURY,CADBURY BOURNVITA CRUNCHY,26.96,35,35,,BOURNVITA CRUNCHY 30RS,4695,7.6222E+12,5,Product CADBURY BOURNVITA CRUNCHY variant BOURNVITA CRUNCHY 30RS from brand CADBURY.,/home/ubuntu/upload/unzipped_products/Final_Products/CADBURY BOURNVITA CRUNCHY.png
218,CADBURY,CADBURY CELEBRATION 100,83.23,110,110,,CELEBRATION 100,4696,7.6222E+12,5,Product CADBURY CELEBRATION 100 variant CELEBRATION 100 from brand CADBURY.,/home/ubuntu/upload/unzipped_products/Final_Products/CADBURY CELEBRATION 100.png
219,CADBURY,CADBURY CELEBRATION 121.7G,83.23,110,110,121.7G,CELEBRATION,4697,7.6222E+12,5,Product CADBURY CELEBRATION 121.7G variant CELEBRATION unit 121.7G from brand CADBURY.,/home/ubuntu/upload/unzipped_products/Final_Products/CADBURY CELEBRATION 121.7G.png
220,CADBURY,CADBURY CELEBRATION 162.5G,121.06,160,160,162.5G,CELEBRATION,4700,7.6222E+12,5,Product CADBURY CELEBRATION 162.5G variant CELEBRATION unit 162.5G from brand CADBURY.,/home/ubuntu/upload/unzipped_products/Final_Products/CADBURY CELEBRATION 162.5G.png
221,CADBURY,CADBURY CELEBRATION 167.9G,113.49,147,150,163.7G,CELEBRATION 163.7G,4702,7.6222E+12,5,Product CADBURY CELEBRATION 167.9G variant CELEBRATION 163.7G unit 163.7G from brand CADBURY.,/home/ubuntu/upload/unzipped_products/Final_Products/CADBURY CELEBRATION 167.9G.png
222,CADBURY,CADBURY CELEBRATION 172G,113.92,150,150,172G,CELEBRATION,4703,7.6222E+12,5,Product CADBURY CELEBRATION 172G variant CELEBRATION unit 172G from brand CADBURY.,/home/ubuntu/upload/unzipped_products/Final_Products/CADBURY CELEBRATION 172G.png
223,CADBURY,CADBURY CELEBRATION 238G,189.16,250,250,238G,CELEBRATION,4705,7.6222E+12,5,Product CADBURY CELEBRATION 238G variant CELEBRATION unit 238G from brand CADBURY.,/home/ubuntu/upload/unzipped_products/Final_Products/CADBURY CELEBRATION 238G.png
224,CADBURY,CADBURY CELEBRATION 62.2G,37.83,50,50,62.2G,CELEBRATION,4706,7.6222E+12,5,Product CADBURY CELEBRATION 62.2G variant CELEBRATION unit 62.2G from brand CADBURY.,/home/ubuntu/upload/unzipped_products/Final_Products/CADBURY CELEBRATION 62.2G.png
225,CADBURY,CADBURY CELEBRATIONS 59.8G,37.83,50,50,59.8G,CELEBRATION,4707,7.6222E+12,5,Product CADBURY CELEBRATIONS 59.8G variant CELEBRATION unit 59.8G from brand CADBURY.,/home/ubuntu/upload/unzipped_products/Final_Products/CADBURY CELEBRATIONS 59.8G.png
226,CADBURY,CADBURY CELEBRATIONS RICH DRY FRUIT 177G,459.24,590,599,177G,CELEBRATION,4708,7.6222E+12,5,Product CADBURY CELEBRATIONS RICH DRY FRUIT 177G variant CELEBRATION unit 177G from brand CADBURY.,/home/ubuntu/upload/unzipped_products/Final_Products/CADBURY CELEBRATIONS RICH DRY FRUIT 177G.png
227,CADBURY,CADBURY CHILLI ORANGE,30.26,40,40,,CHILLI ORANGE,4709,7.6222E+12,5,Product CADBURY CHILLI ORANGE variant CHILLI ORANGE from brand CADBURY.,/home/ubuntu/upload/unzipped_products/Final_Products/CADBURY CHILLI ORANGE.png
228,CADBURY,CADBURY CHOCLAIRS 120U,88.42,120,120,,CHOCOLATE,4710,7.6222E+12,5,Product CADBURY CHOCLAIRS 120U variant CHOCOLATE from brand CADBURY.,/home/ubuntu/upload/unzipped_products/Final_Products/CADBURY CHOCLAIRS 120U.png
229,CADBURY,CADBURY CHOCLAIRS 196.G,45.4,60,60,,CHOCLAIRS 196.G,4713,7.6222E+12,5,Product CADBURY CHOCLAIRS 196.G variant CHOCLAIRS 196.G from brand CADBURY.,/home/ubuntu/upload/unzipped_products/Final_Products/CADBURY CHOCLAIRS 196.G.png
230,CADBURY,CADBURY CHOCLAIRS 212.8G,42.38,55,56,212.8G,CHOCLAIRS 212.8G,4715,7.6222E+12,5,Product CADBURY CHOCLAIRS 212.8G variant CHOCLAIRS 212.8G unit 212.8G from brand CADBURY.,/home/ubuntu/upload/unzipped_products/Final_Products/CADBURY CHOCLAIRS 212.8G.png
231,CADBURY,CADBURY CHOCLAIRS 605G,151.33,200,200,605G,CHOCLAIRS 196.G,4716,7.6222E+12,5,Product CADBURY CHOCLAIRS 605G variant CHOCLAIRS 196.G unit 605G from brand CADBURY.,/home/ubuntu/upload/unzipped_products/Final_Products/CADBURY CHOCLAIRS 605G.png
232,CADBURY,CADBURY CHOCLAIRS GOLD 105U,151.33,190,200,,CHOCLAIRS 196.G,4717,7.6222E+12,5,Product CADBURY CHOCLAIRS GOLD 105U variant CHOCLAIRS 196.G from brand CADBURY.,/home/ubuntu/upload/unzipped_products/Final_Products/CADBURY CHOCLAIRS GOLD 105U.png
233,CADBURY,CADBURY CHOCLAIRS GOLD 137.5G,37.83,50,50,137.5G,CHOCLAIRS 196.G,4719,7.6222E+12,5,Product CADBURY CHOCLAIRS GOLD 137.5G variant CHOCLAIRS 196.G unit 137.5G from brand CADBURY.,/home/ubuntu/upload/unzipped_products/Final_Products/CADBURY CHOCLAIRS GOLD 137.5G.png
234,CADBURY,CADBURY CHOCLAIRS GOLD JAR,169.49,224,224,,CHOCLAIRS 196.G,4720,7.6222E+12,5,Product CADBURY CHOCLAIRS GOLD JAR variant CHOCLAIRS 196.G from brand CADBURY.,/home/ubuntu/upload/unzipped_products/Final_Products/CADBURY CHOCLAIRS GOLD JAR.png
235,CADBURY,CADBURY CHOCLAIRS POUCH 115U,84.75,115,115,,CHOCLAIRS POUCH 115U,4721,7.6222E+12,5,Product CADBURY CHOCLAIRS POUCH 115U variant CHOCLAIRS POUCH 115U from brand CADBURY.,/home/ubuntu/upload/unzipped_products/Final_Products/CADBURY CHOCLAIRS POUCH 115U.png
236,CADBURY,CADBURY CHOCO BAKES COOKIES,7.7,10,10,48G,CHOCO BAR 48G,4722,7.6222E+12,5,Product CADBURY CHOCO BAKES COOKIES variant CHOCO BAR 48G unit 48G from brand CADBURY.,/home/ubuntu/upload/unzipped_products/Final_Products/CADBURY CHOCO BAKES COOKIES.png
237,CADBURY,CADBURY CHOCOBAKES 10,7.7,10,10,,CHOCOBAKES 10,4724,7.6222E+12,5,Product CADBURY CHOCOBAKES 10 variant CHOCOBAKES 10 from brand CADBURY.,/home/ubuntu/upload/unzipped_products/Final_Products/CADBURY CHOCOBAKES 10.png
238,CADBURY,CADBURY DAIRY MILK 13.2G,7.7,10,10,13.2G,DAIRY MILK 13.2G,4752,7.6222E+12,5,Product CADBURY DAIRY MILK 13.2G variant DAIRY MILK 13.2G unit 13.2G from brand CADBURY.,/home/ubuntu/upload/unzipped_products/Final_Products/CADBURY DAIRY MILK 13.2G.png
239,CADBURY,CADBURY DAIRY MILK 130G,75.66,100,100,130G,DAIRY MILK 130G,4757,8.90123E+12,5,Product CADBURY DAIRY MILK 130G variant DAIRY MILK 130G unit 130G from brand CADBURY.,/home/ubuntu/upload/unzipped_products/Final_Products/CADBURY DAIRY MILK 130G.png
240,CADBURY,CADBURY DAIRY MILK 23G,15.14,20,20,24G,DAIRY MILK 24G,4761,7.6222E+12,5,Product CADBURY DAIRY MILK 23G variant DAIRY MILK 24G unit 24G from brand CADBURY.,/home/ubuntu/upload/unzipped_products/Final_Products/CADBURY DAIRY MILK 23G.png
241,CADBURY,CADBURY DAIRY MILK 50G,30.26,40,40,50G,DAIRY MILK 50G,4767,7.6222E+12,5,Product CADBURY DAIRY MILK 28G variant DAIRY MILK 13.2G unit 13.2G from brand CADBURY.,/home/ubuntu/upload/unzipped_products/Final_Products/CADBURY DAIRY MILK 50G.png
242,CADBURY,CADBURY DAIRY MILK BBLY 120G,147.55,195,195,120G,DAIRY MILK BBLY 120G,4780,7.6222E+12,5,Product CADBURY DAIRY MILK BBLY 120G variant DAIRY MILK BBLY 120G unit 120G from brand CADBURY.,/home/ubuntu/upload/unzipped_products/Final_Products/CADBURY DAIRY MILK BBLY 120G.png
243,CADBURY,CADBURY DAIRY MILK BBLY 50G,71.88,95,95,50G,DAIRY MILK BBLY 50G,4784,7.6222E+12,5,Product CADBURY DAIRY MILK BBLY 50G variant DAIRY MILK BBLY 50G unit 50G from brand CADBURY.,/home/ubuntu/upload/unzipped_products/Final_Products/CADBURY DAIRY MILK BBLY 50G.png
244,CADBURY,CADBURY DAIRY MILK BLACK FOREST 160G,152.54,280,300,160G,BLACK,4789,7.62221E+12,5,Product CADBURY DAIRY MILK BLACK FOREST 160G variant BLACK unit 160G from brand CADBURY.,/home/ubuntu/upload/unzipped_products/Final_Products/CADBURY DAIRY MILK BLACK FOREST 160G.png
245,CADBURY,CADBURY DAIRY MILK BUBBLY BUBBLE GUM 50G,60.53,80,80,13.2G,DAIRY MILK 13.2G,4790,7.6222E+12,5,Product CADBURY DAIRY MILK BUBBLY BUBBLE GUM 50G variant DAIRY MILK 13.2G unit 13.2G from brand CADBURY.,/home/ubuntu/upload/unzipped_products/Final_Products/CADBURY DAIRY MILK BUBBLY BUBBLE GUM 50G.png
246,CADBURY,CADBURY DAIRY MILK COOKIE CRUMBLE 36G,34.05,45,45,13.2G,DAIRY MILK 13.2G,4791,7.6222E+12,5,Product CADBURY DAIRY MILK COOKIE CRUMBLE 36G variant DAIRY MILK 13.2G unit 13.2G from brand CADBURY.,/home/ubuntu/upload/unzipped_products/Final_Products/CADBURY DAIRY MILK COOKIE CRUMBLE 36G.png
247,CADBURY,CADBURY DAIRY MILK CRACKL 36G,41.61,55,55,36G,DAIRY MILK CRACKL 36G,4792,7.6222E+12,5,Product CADBURY DAIRY MILK CRACKL 36G variant DAIRY MILK CRACKL 36G unit 36G from brand CADBURY.,/home/ubuntu/upload/unzipped_products/Final_Products/CADBURY DAIRY MILK CRACKL 36G.png
248,CADBURY,CADBURY DAIRY MILK CRACKLE 75G,68.1,90,90,13.2G,DAIRY MILK 13.2G,4797,7.6222E+12,5,Product CADBURY DAIRY MILK CRACKLE 75G variant DAIRY MILK 13.2G unit 13.2G from brand CADBURY.,/home/ubuntu/upload/unzipped_products/Final_Products/CADBURY DAIRY MILK CRACKLE 75G.png
249,CADBURY,CADBURY DAIRY MILK CRISPY RABDI 36G,34.05,45,45,13.2G,DAIRY MILK 13.2G,4800,7.6222E+12,5,Product CADBURY DAIRY MILK CRISPY RABDI 36G variant DAIRY MILK 13.2G unit 13.2G from brand CADBURY.,/home/ubuntu/upload/unzipped_products/Final_Products/CADBURY DAIRY MILK CRISPY RABDI 36G.png
250,CADBURY,CADBURY DAIRY MILK CRUNCHY COLA 36G,34.05,45,45,13.2G,DAIRY MILK 13.2G,4801,7.6222E+12,5,Product CADBURY DAIRY MILK CRUNCHY COLA 36G variant DAIRY MILK 13.2G unit 13.2G from brand CADBURY.,/home/ubuntu/upload/unzipped_products/Final_Products/CADBURY DAIRY MILK CRUNCHY COLA 36G.png
251,CADBURY,CADBURY DAIRY MILK FRT&NUT 36G,37.83,50,50,36G,DAIRY MILK FRT&NUT 36G,4803,7.6222E+12,5,Product CADBURY DAIRY MILK FRT&NUT 36G variant DAIRY MILK FRT&NUT 36G unit 36G from brand CADBURY.,/home/ubuntu/upload/unzipped_products/Final_Products/CADBURY DAIRY MILK FRT&NUT 36G.png
252,CADBURY,CADBURY DAIRY MILK FRT&NUT 80G,68.09,88,90,80G,DAIRY MILK FRT&NUT 80G,4806,7.6222E+12,5,Product CADBURY DAIRY MILK FRT&NUT 80G variant DAIRY MILK FRT&NUT 80G unit 80G from brand CADBURY.,/home/ubuntu/upload/unzipped_products/Final_Products/CADBURY DAIRY MILK FRT&NUT 80G.png
253,CADBURY,CADBURY DAIRY MILK FRUIT & NUT 160G,152.54,280,300,160G,FRUIT & NUT COOKIES,4809,7.62221E+12,5,Product CADBURY DAIRY MILK FRUIT & NUT 160G variant FRUIT & NUT COOKIES unit 160G from brand CADBURY.,/home/ubuntu/upload/unzipped_products/Final_Products/CADBURY DAIRY MILK FRUIT & NUT 160G.png
254,CADBURY,CADBURY DAIRY MILK FRUIT&NUT 75G,83.23,110,110,75G,DAIRY MILK FRUIT&NUT 75G,4810,7.6222E+12,5,Product CADBURY DAIRY MILK FRUIT&NUT 75G variant DAIRY MILK FRUIT&NUT 75G unit 75G from brand CADBURY.,/home/ubuntu/upload/unzipped_products/Final_Products/CADBURY DAIRY MILK FRUIT&NUT 75G.png
255,CADBURY,CADBURY DAIRY MILK FUSE 25G,15.14,20,20,25G,DAIRY MILK FUSE 25G,4812,7.6222E+12,5,Product CADBURY DAIRY MILK FUSE 25G variant DAIRY MILK FUSE 25G unit 25G from brand CADBURY.,/home/ubuntu/upload/unzipped_products/Final_Products/CADBURY DAIRY MILK FUSE 25G.png
256,CADBURY,CADBURY DAIRY MILK FUSE 48G,26.48,35,35,48G,DAIRY MILK FUSE 48G,4813,7.6222E+12,5,Product CADBURY DAIRY MILK FUSE 48G variant DAIRY MILK FUSE 48G unit 48G from brand CADBURY.,/home/ubuntu/upload/unzipped_products/Final_Products/CADBURY DAIRY MILK FUSE 48G.png
257,CADBURY,CADBURY DAIRY MILK HAZELNUT 160G,152.54,280,300,160G,HAZELNUT,4814,7.62221E+12,5,Product CADBURY DAIRY MILK HAZELNUT 160G variant HAZELNUT unit 160G from brand CADBURY.,/home/ubuntu/upload/unzipped_products/Final_Products/CADBURY DAIRY MILK HAZELNUT 160G.png
258,CADBURY,CADBURY DAIRY MILK HEART BLUSH 250G,268.61,350,355,13.2G,DAIRY MILK 13.2G,4815,7.6222E+12,5,Product CADBURY DAIRY MILK HEART BLUSH 250G variant DAIRY MILK 13.2G unit 13.2G from brand CADBURY.,/home/ubuntu/upload/unzipped_products/Final_Products/CADBURY DAIRY MILK HEART BLUSH 250G.png
259,CADBURY,CADBURY DAIRY MILK KESAR NUTS 36G,34.05,45,45,13.2G,DAIRY MILK 13.2G,4816,7.6222E+12,5,Product CADBURY DAIRY MILK KESAR NUTS 36G variant DAIRY MILK 13.2G unit 13.2G from brand CADBURY.,/home/ubuntu/upload/unzipped_products/Final_Products/CADBURY DAIRY MILK KESAR NUTS 36G.png
260,CADBURY,CADBURY DAIRY MILK LOLLY,3.85,5,5,,DAIRY MILK LOLLY,4817,7.6222E+12,5,Product CADBURY DAIRY MILK LOLLY variant DAIRY MILK LOLLY from brand CADBURY.,/home/ubuntu/upload/unzipped_products/Final_Products/CADBURY DAIRY MILK LOLLY.png
261,CADBURY,CADBURY DAIRY MILK OREO 60G,68.1,90,90,60G,DAIRY MILK OREO 60G,4823,7.6222E+12,5,Product CADBURY DAIRY MILK OREO 60G variant DAIRY MILK OREO 60G unit 60G from brand CADBURY.,/home/ubuntu/upload/unzipped_products/Final_Products/CADBURY DAIRY MILK OREO 60G.png
262,CADBURY,CADBURY DAIRY MILK RISPLLO 10,7.7,10,10,,DAIRY MILK RISPLLO 10,4827,7.6222E+12,5,Product CADBURY DAIRY MILK RISPLLO 10 variant DAIRY MILK RISPLLO 10 from brand CADBURY.,/home/ubuntu/upload/unzipped_products/Final_Products/CADBURY DAIRY MILK RISPLLO 10.png
263,CADBURY,CADBURY DAIRY MILK ROAST ALMOND 160G,152.54,280,300,160G,ROASTED ALMONDS,4828,7.62221E+12,5,Product CADBURY DAIRY MILK ROAST ALMOND 160G variant ROASTED ALMONDS unit 160G from brand CADBURY.,/home/ubuntu/upload/unzipped_products/Final_Products/CADBURY DAIRY MILK ROAST ALMOND 160G.png
264,CADBURY,CADBURY DAIRY MILK SILK 150G,143.76,190,190,13.2G,DAIRY MILK 13.2G,4837,7.6222E+12,5,Product CADBURY DAIRY MILK SILK 150G variant DAIRY MILK 13.2G unit 13.2G from brand CADBURY.,/home/ubuntu/upload/unzipped_products/Final_Products/CADBURY DAIRY MILK SILK 150G.png
265,CADBURY,CADBURY DAIRY MILK SILK BUBBLY 120G,181.59,240,240,13.2G,DAIRY MILK 13.2G,4847,7.6222E+12,5,Product CADBURY DAIRY MILK SILK BUBBLY 120G variant DAIRY MILK 13.2G unit 13.2G from brand CADBURY.,/home/ubuntu/upload/unzipped_products/Final_Products/CADBURY DAIRY MILK SILK BUBBLY 120G.png
266,CADBURY,CADBURY DAIRY MILK SILK CHOCOLATE 40G,45.4,60,60,13.2G,DAIRY MILK 13.2G,4854,7.6222E+12,5,Product CADBURY DAIRY MILK SILK CHOCOLATE 40G variant DAIRY MILK 13.2G unit 13.2G from brand CADBURY.,/home/ubuntu/upload/unzipped_products/Final_Products/CADBURY DAIRY MILK SILK CHOCOLATE 40G.png
267,CADBURY,CADBURY DAIRY MILK SILK DESSERTS PLUM CAKE 70G,105.93,140,140,70G,SILK BUBBLY,4855,7.6222E+12,5,Product CADBURY DAIRY MILK SILK DESSERTS PLUM CAKE 70G variant SILK BUBBLY unit 70G from brand CADBURY.,/home/ubuntu/upload/unzipped_products/Final_Products/CADBURY DAIRY MILK SILK DESSERTS PLUM CAKE 70G.png
268,CADBURY,CADBURY DAIRY MILK SILK FRUIT & NUT 137G,166.46,220,220,13.2G,DAIRY MILK 13.2G,4856,7.6222E+12,5,Product CADBURY DAIRY MILK SILK FRUIT & NUT 137G variant DAIRY MILK 13.2G unit 13.2G from brand CADBURY.,/home/ubuntu/upload/unzipped_products/Final_Products/CADBURY DAIRY MILK SILK FRUIT & NUT 137G.png
